,Month,Steel,Petroleum Refinery,Fertilizers,Total Index,Fertilizers.1,Power,India total Consumption of Natural Gas (in BCM),Steel_lag1,Steel_lag3,Steel_lag6,Steel_rollmean3,Steel_rollstd3,Steel_rollmean6,Steel_rollstd6,Steel_rollmean12,Steel_rollstd12,Total Index_lag1,Total Index_lag3,Total Index_lag6,Total Index_rollmean3,Total Index_rollstd3,Total Index_rollmean6,Total Index_rollstd6,Total Index_rollmean12,Total Index_rollstd12,Petroleum Refinery_lag1,Petroleum Refinery_lag3,Petroleum Refinery_lag6,Petroleum Refinery_rollmean3,Petroleum Refinery_rollstd3,Petroleum Refinery_rollmean6,Petroleum Refinery_rollstd6,Petroleum Refinery_rollmean12,Petroleum Refinery_rollstd12,month_sin,month_cos,quarter,quarter_sin,quarter_cos
155,2025-03-01,235.5,147.3,126.9,166.3,320.11139754,6829.527417310001,5.991571160172917,216.8,221.7,202.0,226.79999999999998,9.417536832953035,221.3166666666667,9.048848913905886,213.775,10.191183801340655,151.1,157.7,146.9,159.66666666666666,7.782244748998992,155.85,7.1988193476427025,152.60833333333335,6.304321509644459,133.5,149.1,134.1,142.66666666666669,7.938723658960026,141.83333333333334,6.8239773348584105,139.68333333333334,5.8461849772204895,1.0,6.123233995736766e-17,1,1.0,6.123233995736766e-17
