Month,Steel,Petroleum Refinery,Fertilizers,Total Index,Fertilizers.1,Power,India total Consumption of Natural Gas (in BCM),Steel_lag1,Steel_lag3,Steel_lag6,Steel_rollmean3,Steel_rollstd3,Steel_rollmean6,Steel_rollstd6,Steel_rollmean12,Steel_rollstd12,Total Index_lag1,Total Index_lag3,Total Index_lag6,Total Index_rollmean3,Total Index_rollstd3,Total Index_rollmean6,Total Index_rollstd6,Total Index_rollmean12,Total Index_rollstd12,Petroleum Refinery_lag1,Petroleum Refinery_lag3,Petroleum Refinery_lag6,Petroleum Refinery_rollmean3,Petroleum Refinery_rollstd3,Petroleum Refinery_rollmean6,Petroleum Refinery_rollstd6,Petroleum Refinery_rollmean12,Petroleum Refinery_rollstd12,month_sin,month_cos,quarter,quarter_sin,quarter_cos
2024-10-01,212.9,135.5,136.9,150.3,315.11347075000003,6460.5736691,6.699475908175,202.0,205.1,210.0,207.16666666666666,5.472050194703645,206.71666666666667,3.9846789916744716,207.50833333333335,7.326844581068591,146.9,149.8,148.0,147.66666666666669,2.3459184413207477,149.75,3.1652803983208977,150.04999999999998,4.864621820300315,134.1,143.3,137.9,134.53333333333333,0.8386497083595049,137.13333333333333,4.258951357630433,137.96666666666667,4.973627418390891,-0.8660254037844386,0.5000000000000001,4,-2.4492935982947064e-16,1.0
2024-11-01,212.9,138.4,136.2,148.1,311.42935559,6519.5499509500005,5.647809795596,212.9,206.6,209.7,209.26666666666665,6.293117934168773,207.25,4.626337644403551,209.19999999999996,5.744404391942124,150.3,145.8,154.7,148.43333333333337,1.7243356208489176,148.65,2.0520721234875037,150.63333333333335,4.044375068779608,135.5,134.0,141.8,136.0,2.1931712199457096,136.56666666666666,3.70387184803446,138.29166666666666,4.852451738944735,-0.5000000000000004,0.8660254037844384,4,-2.4492935982947064e-16,1.0
2024-12-01,221.7,149.1,139.8,157.7,318.28879919999997,6561.9074888800005,5.854452414233,212.9,202.0,204.0,215.83333333333334,5.080682368871134,210.19999999999996,7.11392999684606,210.45000000000002,6.702984409946196,148.1,146.9,151.0,152.03333333333333,5.0292477900105945,149.76666666666668,4.241540600614496,151.08333333333334,4.5192182214769865,138.4,134.1,134.1,141.00000000000003,7.163099887618358,139.06666666666666,6.034788038254675,138.63333333333333,5.4724655127171555,-2.4492935982947064e-16,1.0,4,-2.4492935982947064e-16,1.0
2025-01-01,228.1,147.2,139.0,161.6,312.43997284,6646.82090078,5.460436904519,221.7,212.9,205.1,220.9,7.631513611337252,214.03333333333333,9.584084028570173,211.3083333333333,8.217991164990401,157.7,150.3,149.8,155.79999999999998,6.947661477072059,151.73333333333335,6.430759416014659,151.75,5.423769236174131,149.1,135.5,143.3,144.9,5.708765190476667,139.71666666666667,6.749641965812822,139.57500000000002,5.913793583263986,0.49999999999999994,0.8660254037844387,1,1.0,6.123233995736766e-17
2025-02-01,216.8,133.5,124.9,151.1,305.2745691,6608.735344,5.755830683622917,228.1,212.9,206.6,222.20000000000002,5.666568626605169,215.73333333333332,8.88069066383321,212.4666666666667,7.898484703159323,161.6,148.1,145.8,156.79999999999998,5.30754180388535,152.61666666666665,5.784260252327973,152.08333333333334,5.231518697164717,147.2,138.4,134.0,143.26666666666668,8.511364951247923,139.63333333333333,6.836860878112233,139.65833333333333,5.811189572060439,0.8660254037844386,0.5000000000000001,1,1.0,6.123233995736766e-17
2025-03-01,235.5,147.3,126.9,166.3,320.11139754,6829.527417310001,5.991571160172917,216.8,221.7,202.0,226.79999999999998,9.417536832953035,221.3166666666667,9.048848913905886,213.775,10.191183801340655,151.1,157.7,146.9,159.66666666666666,7.782244748998992,155.85,7.1988193476427025,152.60833333333335,6.304321509644459,133.5,149.1,134.1,142.66666666666669,7.938723658960026,141.83333333333334,6.8239773348584105,139.68333333333334,5.8461849772204895,1.0,6.123233995736766e-17,1,1.0,6.123233995736766e-17
